	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	Taxid_domain	SpeciesName	Cultured	Isolated	Collection
GCF_001973595.1	PRJNA224116	SAMN05414423	MTUV00000000.1	na	149539	28901.0	Salmonella enterica subsp. enterica serovar Enteritidis	strain=CFSAN051842		latest	Contig	Major	Full	2017/01/26	ASM197359v1	Center for Food Safety and Applied Nutrition	GCA_001973595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/973/595/GCF_001973595.1_ASM197359v1			2.0		True	True	
GCF_001973625.1	PRJNA224116	SAMN05414419	MTUZ00000000.1	na	149539	28901.0	Salmonella enterica subsp. enterica serovar Enteritidis	strain=CFSAN051838		latest	Contig	Major	Full	2017/01/26	ASM197362v1	Center for Food Safety and Applied Nutrition	GCA_001973625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/973/625/GCF_001973625.1_ASM197362v1			2.0		True	True	
GCF_001973645.1	PRJNA224116	SAMN05414417	MTVB00000000.1	na	149539	28901.0	Salmonella enterica subsp. enterica serovar Enteritidis	strain=CFSAN051836		latest	Contig	Major	Full	2017/01/26	ASM197364v1	Center for Food Safety and Applied Nutrition	GCA_001973645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/973/645/GCF_001973645.1_ASM197364v1			2.0		True	True	
GCF_001973665.1	PRJNA224116	SAMN05414413	MTVF00000000.1	na	149539	28901.0	Salmonella enterica subsp. enterica serovar Enteritidis	strain=CFSAN051832		latest	Contig	Major	Full	2017/01/26	ASM197366v1	Center for Food Safety and Applied Nutrition	GCA_001973665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/973/665/GCF_001973665.1_ASM197366v1			2.0		True	True	
GCF_001973675.1	PRJNA224116	SAMN05414414	MTVE00000000.1	na	149539	28901.0	Salmonella enterica subsp. enterica serovar Enteritidis	strain=CFSAN051833		latest	Contig	Major	Full	2017/01/26	ASM197367v1	Center for Food Safety and Applied Nutrition	GCA_001973675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/973/675/GCF_001973675.1_ASM197367v1			2.0		True	True	
GCF_001973705.1	PRJNA224116	SAMN05414412	MTVG00000000.1	na	149539	28901.0	Salmonella enterica subsp. enterica serovar Enteritidis	strain=CFSAN051831		latest	Contig	Major	Full	2017/01/26	ASM197370v1	Center for Food Safety and Applied Nutrition	GCA_001973705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/973/705/GCF_001973705.1_ASM197370v1			2.0		True	True	
GCF_001973725.1	PRJNA224116	SAMN05414411	MTVH00000000.1	na	149539	28901.0	Salmonella enterica subsp. enterica serovar Enteritidis	strain=CFSAN051830		latest	Contig	Major	Full	2017/01/26	ASM197372v1	Center for Food Safety and Applied Nutrition	GCA_001973725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/973/725/GCF_001973725.1_ASM197372v1			2.0		True	True	
GCF_001973745.1	PRJNA224116	SAMN05414410	MTVI00000000.1	na	149539	28901.0	Salmonella enterica subsp. enterica serovar Enteritidis	strain=CFSAN051829		latest	Contig	Major	Full	2017/01/26	ASM197374v1	Center for Food Safety and Applied Nutrition	GCA_001973745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/973/745/GCF_001973745.1_ASM197374v1			2.0		True	True	
GCF_001973755.1	PRJNA224116	SAMN05414409	MTVJ00000000.1	na	149539	28901.0	Salmonella enterica subsp. enterica serovar Enteritidis	strain=CFSAN051828		latest	Contig	Major	Full	2017/01/26	ASM197375v1	Center for Food Safety and Applied Nutrition	GCA_001973755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/973/755/GCF_001973755.1_ASM197375v1			2.0		True	True	
GCF_001973785.1	PRJNA224116	SAMN05414408	MTVK00000000.1	na	149539	28901.0	Salmonella enterica subsp. enterica serovar Enteritidis	strain=CFSAN051827		latest	Contig	Major	Full	2017/01/26	ASM197378v1	Center for Food Safety and Applied Nutrition	GCA_001973785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/973/785/GCF_001973785.1_ASM197378v1			2.0		True	True	
GCF_001973805.1	PRJNA224116	SAMN05414407	MTVL00000000.1	na	149539	28901.0	Salmonella enterica subsp. enterica serovar Enteritidis	strain=CFSAN051826		latest	Contig	Major	Full	2017/01/26	ASM197380v1	Center for Food Safety and Applied Nutrition	GCA_001973805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/973/805/GCF_001973805.1_ASM197380v1			2.0		True	True	
GCF_001984705.1	PRJNA224116	SAMN06174762	MSPT00000000.1	na	1579424	1579424.0	Streptococcus azizii	strain=12-5291		latest	Contig	Major	Full	2017/02/04	ASM198470v1	Centers for Disease Control and Prevention	GCA_001984705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/705/GCF_001984705.1_ASM198470v1			2.0		True	True	
GCF_001984715.1	PRJNA224116	SAMN06174760	MSPR00000000.1	representative genome	1579424	1579424.0	Streptococcus azizii	strain=12-5202		latest	Contig	Major	Full	2017/02/04	ASM198471v1	Centers for Disease Control and Prevention	GCA_001984715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/715/GCF_001984715.1_ASM198471v1		assembly from type material	2.0		True	True	
GCF_001984745.1	PRJNA224116	SAMN06174761	MSPS00000000.1	na	1579424	1579424.0	Streptococcus azizii	strain=13-1151-1		latest	Contig	Major	Full	2017/02/04	ASM198474v1	Centers for Disease Control and Prevention	GCA_001984745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/745/GCF_001984745.1_ASM198474v1			2.0		True	True	
GCF_001991035.1	PRJNA224116	SAMN06233883	MTJY00000000.1	na	47715	47715.0	Lactobacillus rhamnosus	strain=L156.4		latest	Contig	Major	Full	2017/02/09	ASM199103v1	Federal University of Triangulo Mineiro	GCA_001991035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/991/035/GCF_001991035.1_ASM199103v1			2.0		True	True	
GCF_001998565.1	PRJNA224116	SAMN05858750	MKZZ00000000.1	na	758	758.0	Rodentibacter pneumotropicus	strain=P441		latest	Contig	Major	Full	2017/02/15	ASM99856v1	University of Copenhagen	GCA_001998565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/565/GCF_001998565.1_ASM99856v1			2.0		True	True	
GCF_001998595.1	PRJNA224116	SAMN05858759	MLAC00000000.1	na	1906744	1906744.0	Rodentibacter heylii	strain=1999250011		latest	Contig	Major	Full	2017/02/15	ASM199859v1	University of Copenhagen	GCA_001998595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/595/GCF_001998595.1_ASM199859v1			2.0		True	True	
GCF_001998625.1	PRJNA224116	SAMN05858756	MLAB00000000.1	na	1906744	1906744.0	Rodentibacter heylii	strain=199137021		latest	Contig	Major	Full	2017/02/15	ASM199862v1	University of Copenhagen	GCA_001998625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/625/GCF_001998625.1_ASM199862v1			2.0		True	True	
GCF_001998665.1	PRJNA224116	SAMN05860602	MLAD00000000.1	na	1906744	1906744.0	Rodentibacter heylii	strain=2002178011		latest	Contig	Major	Full	2017/02/15	ASM199866v1	University of Copenhagen	GCA_001998665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/665/GCF_001998665.1_ASM199866v1			2.0		True	True	
GCF_002000505.1	PRJNA224116	SAMN05898514	MLHR00000000.1	na	758	758.0	Rodentibacter pneumotropicus	strain=Ac63		latest	Contig	Major	Full	2017/02/15	ASM200050v1	University of Copenhagen	GCA_002000505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/505/GCF_002000505.1_ASM200050v1			2.0		True	True	
GCF_002148385.1	PRJNA224116	SAMN06186787	AZBP00000000.1	na	102617	210.0	Helicobacter pylori SS1	strain=SS1		latest	Contig	Major	Full	2017/05/18	ASM214838v1	Elzbieta Brzuszkiewicz, Goettingen Genomics Laboratory, Institute of Microbiology and Genetics, Goettingen, Germany	GCA_002148385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/148/385/GCF_002148385.1_ASM214838v1			2.0		True	True	
GCF_002156605.1	PRJNA224116	SAMN06364940	MWIJ00000000.1	na	1598	1598.0	Lactobacillus reuteri	strain=LR0		latest	Scaffold	Major	Full	2017/05/22	ASM215660v1	Cornell University	GCA_002156605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/605/GCF_002156605.1_ASM215660v1			2.0		True	True	
GCF_002156645.1	PRJNA224116	SAMN06364931	MWIK00000000.1	na	33959	33959.0	Lactobacillus johnsonii	strain=LJ0		latest	Contig	Major	Full	2017/05/22	ASM215664v1	Cornell University	GCA_002156645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/645/GCF_002156645.1_ASM215664v1			2.0		True	True	
GCF_002163735.1	PRJNA224116	SAMN04859054		na	1351	1351.0	Enterococcus faecalis	strain=sorialis		latest	Complete Genome	Major	Full	2017/06/02	ASM216373v1	J. Craig Venter Institute	GCA_002163735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/735/GCF_002163735.1_ASM216373v1			2.0		True	True	
GCF_002191215.1	PRJNA224116	SAMN06323839	MVFB00000000.1	na	210	210.0	Helicobacter pylori	strain=OND1954		latest	Contig	Major	Full	2017/06/13	ASM219121v1	The University of Western Australia	GCA_002191215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/191/215/GCF_002191215.1_ASM219121v1			2.0		True	True	
GCF_002201475.1	PRJNA224116	SAMN03856236		representative genome	1796620	1796620.0	Acutalibacter muris	strain=KB18		latest	Chromosome	Major	Full	2017/06/20	ASM220147v1	Max von Pettenkofer-Institut	GCA_002201475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/475/GCF_002201475.1_ASM220147v1		assembly from type material	2.0		True	True	Oligo
GCF_002201495.1	PRJNA224116	SAMN03854119		na	239935	239935.0	Akkermansia muciniphila	strain=YL44		latest	Chromosome	Major	Full	2017/06/20	ASM220149v1	Max von Pettenkofer-Institut	GCA_002201495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/495/GCF_002201495.1_ASM220149v1			2.0		True	True	Oligo
GCF_002201515.1	PRJNA224116	SAMN03856238		representative genome	1796646	1796646.0	Muribaculum intestinale	strain=YL27		latest	Chromosome	Major	Full	2017/06/20	ASM220151v1	Max von Pettenkofer-Institut	GCA_002201515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/515/GCF_002201515.1_ASM220151v1		assembly from type material	2.0		True	True	Oligo
GCF_002217775.1	PRJNA224116	SAMD00053359	BDFM00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=KM-1		latest	Contig	Major	Full	2017/07/04	ASM221777v1	MIYARISAN Pharmaceutical Co., Ltd.	GCA_002217775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/217/775/GCF_002217775.1_ASM221777v1			2.0		True	True	
GCF_002221545.1	PRJNA224116	SAMN03856235	NHTR00000000.1	na	1531	1531.0	[Clostridium] clostridioforme	strain=YL32		latest	Contig	Major	Full	2017/07/19	ASM222154v1	Max von Pettenkofer-Institut	GCA_002221545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/545/GCF_002221545.1_ASM222154v1			2.0		True	True	Oligo
GCF_002221555.2	PRJNA224116	SAMN03854117		na	1532	1532.0	Blautia coccoides	strain=YL58		latest	Chromosome	Major	Full	2017/08/16	ASM222155v2	Max von Pettenkofer-Institut	GCA_002221555.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/555/GCF_002221555.2_ASM222155v2			2.0		True	True	Oligo
GCF_002221565.2	PRJNA224116	SAMN03854118	NHMR00000000.2	na	302912	28025.0	Bifidobacterium animalis subsp. animalis	strain=YL2		latest	Contig	Major	Full	2017/10/26	ASM222156v2	Max von Pettenkofer-Institut	GCA_002221565.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/565/GCF_002221565.2_ASM222156v2			2.0		True	True	Oligo
GCF_002221595.1	PRJNA224116	SAMN03856237	NHMP00000000.1	na	1796652	1796652.0	Turicimonas muris	strain=YL45		latest	Contig	Major	Full	2017/07/19	ASM222159v1	Max von Pettenkofer-Institut	GCA_002221595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/595/GCF_002221595.1_ASM222159v1		assembly from type material	2.0		True	True	Oligo
GCF_002221625.2	PRJNA224116	SAMN03856105		na	1351	1351.0	Enterococcus faecalis	strain=KB1		latest	Chromosome	Major	Full	2017/08/16	ASM222162v2	Max von Pettenkofer-Institut	GCA_002221625.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/625/GCF_002221625.2_ASM222162v2			2.0		True	True	Oligo
GCF_002221645.1	PRJNA224116	SAMN03856234	NHMQ00000000.1	na	292800	292800.0	Flavonifractor plautii	strain=YL31		latest	Contig	Major	Full	2017/07/19	ASM222164v1	Max von Pettenkofer-Institut	GCA_002221645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/645/GCF_002221645.1_ASM222164v1			2.0		True	True	Oligo
GCF_002221655.1	PRJNA224116	SAMN03854115	NHMT00000000.1	na	1598	1598.0	Lactobacillus reuteri	strain=I49		latest	Contig	Major	Full	2017/07/19	ASM222165v1	Max von Pettenkofer-Institut	GCA_002221655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/655/GCF_002221655.1_ASM222165v1			2.0		True	True	Oligo
GCF_002221665.1	PRJNA224116	SAMN03856106	NHMU00000000.1	na	1796613	1796613.0	Bacteroides caecimuris	strain=I48		latest	Contig	Major	Full	2017/07/19	ASM222166v1	Max von Pettenkofer-Institut	GCA_002221665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/665/GCF_002221665.1_ASM222166v1		assembly from type material	2.0		True	True	Oligo
GCF_002221705.2	PRJNA224116	SAMN03854114		na	1522	1522.0	[Clostridium] innocuum	strain=I46		latest	Chromosome	Major	Full	2017/08/16	ASM222170v2	Max von Pettenkofer-Institut	GCA_002221705.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/705/GCF_002221705.2_ASM222170v2			2.0		True	True	Oligo
GCF_002238125.1	PRJNA224116	SAMN06349016	MZXR00000000.1	na	573	573.0	Klebsiella pneumoniae	strain=OK8		latest	Scaffold	Major	Full	2017/08/01	ASM223812v1	INDIAN INSTITUTE OF SCIENCE	GCA_002238125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/238/125/GCF_002238125.1_ASM223812v1			2.0		True	True	
GCF_002253025.1	PRJNA224116	SAMN06848435	NGNV00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=609u		latest	Scaffold	Major	Full	2017/08/15	ASM225302v1	University of Alberta	GCA_002253025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/025/GCF_002253025.1_ASM225302v1			2.0		True	True	
GCF_002253045.1	PRJNA224116	SAMN06848434	NGNW00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=609r		latest	Scaffold	Major	Full	2017/08/15	ASM225304v1	University of Alberta	GCA_002253045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/045/GCF_002253045.1_ASM225304v1			2.0		True	True	
GCF_002253065.1	PRJNA224116	SAMN06848433	NGNX00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=609q		latest	Scaffold	Major	Full	2017/08/15	ASM225306v1	University of Alberta	GCA_002253065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/065/GCF_002253065.1_ASM225306v1			2.0		True	True	
GCF_002253075.1	PRJNA224116	SAMN06848432	NGNY00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=609h		latest	Scaffold	Major	Full	2017/08/15	ASM225307v1	University of Alberta	GCA_002253075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/075/GCF_002253075.1_ASM225307v1			2.0		True	True	
GCF_002253095.1	PRJNA224116	SAMN06848431	NGNZ00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=601y		latest	Scaffold	Major	Full	2017/08/15	ASM225309v1	University of Alberta	GCA_002253095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/095/GCF_002253095.1_ASM225309v1			2.0		True	True	
GCF_002253105.1	PRJNA224116	SAMN06848430	NGOA00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=601c		latest	Scaffold	Major	Full	2017/08/15	ASM225310v1	University of Alberta	GCA_002253105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/105/GCF_002253105.1_ASM225310v1			2.0		True	True	
GCF_002253145.1	PRJNA224116	SAMN06848429	NGOB00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=601b		latest	Scaffold	Major	Full	2017/08/15	ASM225314v1	University of Alberta	GCA_002253145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/145/GCF_002253145.1_ASM225314v1			2.0		True	True	
GCF_002253165.1	PRJNA224116	SAMN06848426	NGOE00000000.1	na	33959	33959.0	Lactobacillus johnsonii	strain=117q		latest	Scaffold	Major	Full	2017/08/15	ASM225316v1	University of Alberta	GCA_002253165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/165/GCF_002253165.1_ASM225316v1			2.0		True	True	
GCF_002253185.1	PRJNA224116	SAMN06848427	NGOD00000000.1	na	33959	33959.0	Lactobacillus johnsonii	strain=117x		latest	Scaffold	Major	Full	2017/08/15	ASM225318v1	University of Alberta	GCA_002253185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/185/GCF_002253185.1_ASM225318v1			2.0		True	True	
GCF_002253195.1	PRJNA224116	SAMN06848428	NGOC00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=601a		latest	Scaffold	Major	Full	2017/08/15	ASM225319v1	University of Alberta	GCA_002253195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/195/GCF_002253195.1_ASM225319v1			2.0		True	True	
GCF_002253205.1	PRJNA224116	SAMN06848425	NGOF00000000.1	na	33959	33959.0	Lactobacillus johnsonii	strain=117k		latest	Scaffold	Major	Full	2017/08/15	ASM225320v1	University of Alberta	GCA_002253205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/205/GCF_002253205.1_ASM225320v1			2.0		True	True	
GCF_002253245.1	PRJNA224116	SAMN06848424	NGOG00000000.1	na	33959	33959.0	Lactobacillus johnsonii	strain=117d		latest	Scaffold	Major	Full	2017/08/15	ASM225324v1	University of Alberta	GCA_002253245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/245/GCF_002253245.1_ASM225324v1			2.0		True	True	
GCF_002253275.1	PRJNA224116	SAMN06848423	NGOH00000000.1	na	33959	33959.0	Lactobacillus johnsonii	strain=117c		latest	Scaffold	Major	Full	2017/08/15	ASM225327v1	University of Alberta	GCA_002253275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/275/GCF_002253275.1_ASM225327v1			2.0		True	True	
GCF_002253285.1	PRJNA224116	SAMN06848422	NGOI00000000.1	na	33959	33959.0	Lactobacillus johnsonii	strain=117a		latest	Scaffold	Major	Full	2017/08/15	ASM225328v1	University of Alberta	GCA_002253285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/285/GCF_002253285.1_ASM225328v1			2.0		True	True	
GCF_002253325.1	PRJNA224116	SAMN06848420	NGOK00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=114f		latest	Scaffold	Major	Full	2017/08/15	ASM225332v1	University of Alberta	GCA_002253325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/325/GCF_002253325.1_ASM225332v1			2.0		True	True	
GCF_002253345.1	PRJNA224116	SAMN06848417	NGON00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=111w		latest	Scaffold	Major	Full	2017/08/15	ASM225334v1	University of Alberta	GCA_002253345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/345/GCF_002253345.1_ASM225334v1			2.0		True	True	
GCF_002253365.1	PRJNA224116	SAMN06848419	NGOL00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=114e		latest	Scaffold	Major	Full	2017/08/15	ASM225336v1	University of Alberta	GCA_002253365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/365/GCF_002253365.1_ASM225336v1			2.0		True	True	
GCF_002253375.1	PRJNA224116	SAMN06848416	NGOO00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=111u		latest	Scaffold	Major	Full	2017/08/15	ASM225337v1	University of Alberta	GCA_002253375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/375/GCF_002253375.1_ASM225337v1			2.0		True	True	
GCF_002253385.1	PRJNA224116	SAMN06848418	NGOM00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=111z		latest	Scaffold	Major	Full	2017/08/15	ASM225338v1	University of Alberta	GCA_002253385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/385/GCF_002253385.1_ASM225338v1			2.0		True	True	
GCF_002253395.1	PRJNA224116	SAMN06848415	NGOP00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=111o		latest	Scaffold	Major	Full	2017/08/15	ASM225339v1	University of Alberta	GCA_002253395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/395/GCF_002253395.1_ASM225339v1			2.0		True	True	
GCF_002253445.1	PRJNA224116	SAMN06848414	NGOQ00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=111m		latest	Scaffold	Major	Full	2017/08/15	ASM225344v1	University of Alberta	GCA_002253445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/445/GCF_002253445.1_ASM225344v1			2.0		True	True	
GCF_002253455.1	PRJNA224116	SAMN06848413	NGOR00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=111k		latest	Scaffold	Major	Full	2017/08/15	ASM225345v1	University of Alberta	GCA_002253455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/455/GCF_002253455.1_ASM225345v1			2.0		True	True	
GCF_002253465.1	PRJNA224116	SAMN06848412	NGOS00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=107v		latest	Scaffold	Major	Full	2017/08/15	ASM225346v1	University of Alberta	GCA_002253465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/465/GCF_002253465.1_ASM225346v1			2.0		True	True	
GCF_002253475.1	PRJNA224116	SAMN06848411	NGOT00000000.1	na	508451	508451.0	Lactobacillus taiwanensis	strain=107u		latest	Scaffold	Major	Full	2017/08/15	ASM225347v1	University of Alberta	GCA_002253475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/253/475/GCF_002253475.1_ASM225347v1			2.0		True	True	
